"strategy","cohort","time_month","threshold","net_benefit"
"refit","training",12,0.31,0.439658094867446
"refit","training",12,0.32,0.437377276773532
"refit","training",12,0.33,0.434107164336855
"refit","training",12,0.34,0.425068857617519
"refit","training",12,0.35,0.422838382051133
"refit","training",12,0.36,0.417161349175991
"refit","training",12,0.37,0.408409156755187
"refit","training",12,0.38,0.401172065995512
"refit","training",12,0.39,0.399894189466088
"refit","training",12,0.4,0.389175759569288
"refit","training",12,0.41,0.385031154034069
"refit","training",12,0.42,0.371285958344492
"refit","training",12,0.43,0.359519791520175
"refit","training",12,0.44,0.352487601040879
"refit","training",12,0.45,0.345607748173859
"refit","training",12,0.46,0.33944366814075
"refit","training",12,0.47,0.335679920172573
"refit","training",12,0.48,0.337222343167595
"refit","training",12,0.49,0.333462830775329
"refit","training",12,0.5,0.331039791197799
"refit","training",12,0.51,0.32991426186934
"refit","training",12,0.52,0.32020973112771
"refit","training",12,0.53,0.309241360294911
"refit","training",12,0.54,0.299644938846914
"refit","training",12,0.55,0.294510857524904
"refit","training",12,0.56,0.291536787749049
"refit","training",12,0.57,0.279162161863995
"refit","training",12,0.58,0.274426906387702
"refit","training",12,0.59,0.268178734319274
"refit","training",12,0.6,0.261476841469726
"refit","training",12,0.61,0.249728274017294
"refit","training",12,0.62,0.236559908712876
"refit","training",12,0.63,0.237162359113875
"refit","training",12,0.64,0.229868509749762
"refit","training",12,0.65,0.219526832051636
"refit","training",12,0.66,0.21411282621553
"refit","training",12,0.67,0.211096382528445
"refit","training",12,0.68,0.206889377610815
"refit","training",12,0.69,0.20099750221026
"refit","training",12,0.7,0.187163978494624
"refit","training",12,0.71,0.179232664392944
"refit","training",12,0.72,0.1786116028164
"refit","training",12,0.73,0.167080386838451
"refit","training",12,0.74,0.159565624522244
"refit","training",12,0.75,0.148435004790802
"refit","training",12,0.76,0.147963815233913
"refit","training",12,0.77,0.131150089498113
"refit","training",12,0.78,0.122826161085726
"refit","training",12,0.79,0.112750676165974
"refit","training",12,0.8,0.107044669040637
"refit","training",12,0.81,0.0932721348301629
"refit","training",12,0.82,0.0833881453519408
"refit","training",12,0.83,0.0862589855815177
"refit","training",12,0.84,0.0733424211876832
"refit","training",12,0.85,0.061097243556921
"refit","training",12,0.86,0.0620207969172096
"refit","training",12,0.87,0.0764160622256156
"refit","training",12,0.88,0.0699671445639188
"refit","training",12,0.89,0.0668172553253199
"refit","training",12,0.9,0.0483150921658986
"refit","training",12,0.91,0.0434898944643568
"refit","training",12,0.92,0.0604838709677419
"refit","training",12,0.93,0.0421947004608294
"refit","training",12,0.94,0.0490591397849462
"refit","training",12,0.95,0.03125
"refit","training",12,0.96,0.0302419354838709
"refit","training",12,0.97,0.0403225806451613
"refit","training",12,0.98,0.0272177419354839
"refit","training",12,0.99,0.0131048387096774
"refit","validation",12,0.01,0.558080808080808
"refit","validation",12,0.02,0.553571428571429
"refit","validation",12,0.03,0.548969072164949
"refit","validation",12,0.04,0.544270833333333
"refit","validation",12,0.05,0.539473684210526
"refit","validation",12,0.06,0.534574468085106
"refit","validation",12,0.07,0.529569892473118
"refit","validation",12,0.08,0.52445652173913
"refit","validation",12,0.09,0.519639868758399
"refit","validation",12,0.1,0.515264526225453
"refit","validation",12,0.11,0.50995397903915
"refit","validation",12,0.12,0.505083550047031
"refit","validation",12,0.13,0.499580246395366
"refit","validation",12,0.14,0.490573536241203
"refit","validation",12,0.15,0.485588053711993
"refit","validation",12,0.16,0.480579987888456
"refit","validation",12,0.17,0.475548524157406
"refit","validation",12,0.18,0.467346616065781
"refit","validation",12,0.19,0.462326600396678
"refit","validation",12,0.2,0.454259072580645
"refit","validation",12,0.21,0.44412317816112
"refit","validation",12,0.22,0.437875377715709
"refit","validation",12,0.23,0.433901962619009
"refit","validation",12,0.24,0.428749003846021
"refit","validation",12,0.25,0.41952111739275
"refit","validation",12,0.26,0.412875587592914
"refit","validation",12,0.27,0.412075261064725
"refit","validation",12,0.28,0.410118739577943
"refit","validation",12,0.29,0.408449469608676
"refit","validation",12,0.3,0.408826164874552
"refit","validation",12,0.31,0.404192490617189
"refit","validation",12,0.32,0.391448432378817
"refit","validation",12,0.33,0.382731780474712
"refit","validation",12,0.34,0.369948065830918
"refit","validation",12,0.35,0.365238651291782
"refit","validation",12,0.36,0.360508326970796
"refit","validation",12,0.37,0.354848076130531
"refit","validation",12,0.38,0.352879587877854
"refit","validation",12,0.39,0.351112176097303
"refit","validation",12,0.4,0.341458161014612
"refit","validation",12,0.41,0.332024617996604
"refit","validation",12,0.42,0.31989247311828
"refit","validation",12,0.43,0.31891356551798
"refit","validation",12,0.44,0.323738803790485
"refit","validation",12,0.45,0.3048806032677
"refit","validation",12,0.46,0.311786228828449
"refit","validation",12,0.47,0.301063997655598
"refit","validation",12,0.48,0.299627791563275
"refit","validation",12,0.49,0.288899430740038
"refit","validation",12,0.5,0.286290322580645
"refit","validation",12,0.51,0.2800362080316
"refit","validation",12,0.52,0.273857526881721
"refit","validation",12,0.53,0.26372683596431
"refit","validation",12,0.54,0.266479663394109
"refit","validation",12,0.55,0.272401433691756
"refit","validation",12,0.56,0.268695014662757
"refit","validation",12,0.57,0.272224306076519
"refit","validation",12,0.58,0.246927803379416
"refit","validation",12,0.59,0.243312352478364
"refit","validation",12,0.6,0.237903225806452
"refit","validation",12,0.61,0.23904052936311
"refit","validation",12,0.62,0.24151103565365
"refit","validation",12,0.63,0.242589363557105
"refit","validation",12,0.64,0.237455197132616
"refit","validation",12,0.65,0.232718894009217
"refit","validation",12,0.66,0.240275142314991
"refit","validation",12,0.67,0.2408357771261
"refit","validation",12,0.68,0.237399193548387
"refit","validation",12,0.69,0.234651404786681
"refit","validation",12,0.7,0.21505376344086
"refit","validation",12,0.71,0.199249165739711
"refit","validation",12,0.72,0.18721198156682
"refit","validation",12,0.73,0.178912783751493
"refit","validation",12,0.74,0.15818858560794
"refit","validation",12,0.75,0.157258064516129
"refit","validation",12,0.76,0.144489247311828
"refit","validation",12,0.77,0.136746143057503
"refit","validation",12,0.78,0.131964809384164
"refit","validation",12,0.79,0.12173579109063
"refit","validation",12,0.8,0.104838709677419
"refit","validation",12,0.81,0.0834040747028862
"refit","validation",12,0.82,0.0613799283154122
"refit","validation",12,0.83,0.0547912713472485
"refit","validation",12,0.84,0.0473790322580645
"refit","validation",12,0.85,0.0268817204301075
"refit","validation",12,0.86,0.0299539170506912
"refit","validation",12,0.87,0.00496277915632755
"refit","validation",12,0.88,0.0456989247311828
"refit","validation",12,0.89,0.0355571847507331
"refit","validation",12,0.9,0.0201612903225807
"refit","validation",12,0.91,0.0479390681003584
"refit","validation",12,0.92,0.0846774193548387
"refit","validation",12,0.93,0.0806451612903226
"refit","validation",12,0.94,0.0645161290322581
"refit","validation",12,0.95,0.0604838709677419
"refit","validation",12,0.96,0.0443548387096774
"refit","validation",12,0.97,0.0362903225806452
"refit","validation",12,0.98,0.032258064516129
"refit","validation",12,0.99,0.0201612903225806
"external","validation",12,0.01,0.558080808080808
"external","validation",12,0.02,0.553571428571429
"external","validation",12,0.03,0.548969072164949
"external","validation",12,0.04,0.544270833333333
"external","validation",12,0.05,0.539473684210526
"external","validation",12,0.06,0.534574468085106
"external","validation",12,0.07,0.529569892473118
"external","validation",12,0.08,0.52445652173913
"external","validation",12,0.09,0.519230769230769
"external","validation",12,0.1,0.513888888888889
"external","validation",12,0.11,0.508426966292135
"external","validation",12,0.12,0.502840909090909
"external","validation",12,0.13,0.497126436781609
"external","validation",12,0.14,0.491279069767442
"external","validation",12,0.15,0.485294117647059
"external","validation",12,0.16,0.479945879326975
"external","validation",12,0.17,0.475403431080068
"external","validation",12,0.18,0.469153433583404
"external","validation",12,0.19,0.462749115160898
"external","validation",12,0.2,0.456184688777828
"external","validation",12,0.21,0.450538148031156
"external","validation",12,0.22,0.444850332615965
"external","validation",12,0.23,0.437902431615167
"external","validation",12,0.24,0.422682390882283
"external","validation",12,0.25,0.41134303183639
"external","validation",12,0.26,0.405472511284525
"external","validation",12,0.27,0.405574748813812
"external","validation",12,0.28,0.393415127286095
"external","validation",12,0.29,0.387783551993705
"external","validation",12,0.3,0.378060195852535
"external","validation",12,0.31,0.37233538694257
"external","validation",12,0.32,0.370172829375865
"external","validation",12,0.33,0.360655079967692
"external","validation",12,0.34,0.355285145562673
"external","validation",12,0.35,0.347723775593662
"external","validation",12,0.36,0.338165778203025
"external","validation",12,0.37,0.340505557061534
"external","validation",12,0.38,0.328876478520279
"external","validation",12,0.39,0.306000319903898
"external","validation",12,0.4,0.306265638736728
"external","validation",12,0.41,0.303285037361035
"external","validation",12,0.42,0.287846861912192
"external","validation",12,0.43,0.276181954450206
"external","validation",12,0.44,0.270658418029165
"external","validation",12,0.45,0.262025496904529
"external","validation",12,0.46,0.255664128927609
"external","validation",12,0.47,0.251467903046794
"external","validation",12,0.48,0.239155581260844
"external","validation",12,0.49,0.226688508064516
"external","validation",12,0.5,0.222645161290323
"external","validation",12,0.51,0.210636581443788
"external","validation",12,0.52,0.212248714352501
"external","validation",12,0.53,0.196908215696822
"external","validation",12,0.54,0.198571419380573
"external","validation",12,0.55,0.207498770117366
"external","validation",12,0.56,0.201429618768328
"external","validation",12,0.57,0.203590126254968
"external","validation",12,0.58,0.19275556216243
"external","validation",12,0.59,0.183396712999388
"external","validation",12,0.6,0.194630212431157
"external","validation",12,0.61,0.195381231671554
"external","validation",12,0.62,0.188133804432616
"external","validation",12,0.63,0.192202254503481
"external","validation",12,0.64,0.177755376344086
"external","validation",12,0.65,0.183441558441558
"external","validation",12,0.66,0.170133123814042
"external","validation",12,0.67,0.152420556704005
"external","validation",12,0.68,0.134341977196885
"external","validation",12,0.69,0.133251638461398
"external","validation",12,0.7,0.122983870967742
"external","validation",12,0.71,0.116379310344827
"external","validation",12,0.72,0.105205278592375
"external","validation",12,0.73,0.0964023004661842
"external","validation",12,0.74,0.0887887413029729
"external","validation",12,0.75,0.0766129032258065
"external","validation",12,0.76,0.0766129032258065
"external","validation",12,0.77,0.0652173913043478
"external","validation",12,0.78,0.0483870967741936
"external","validation",12,0.79,0.0347542242703533
"external","validation",12,0.8,0.0322580645161291
"external","validation",12,0.81,0.0388370118845501
"external","validation",12,0.82,0.0161290322580645
"external","validation",12,0.83,0.0199240986717266
"external","validation",12,0.84,0.0292338709677418
"external","validation",12,0.85,0.0551075268817204
"external","validation",12,0.86,0.0622119815668202
"external","validation",12,0.87,0.049317617866005
"external","validation",12,0.88,0.0860215053763441
"external","validation",12,0.89,0.0718475073313783
"external","validation",12,0.9,0.0483870967741935
"external","validation",12,0.91,0.0273297491039426
"external","validation",12,0.92,0.00806451612903222
"external","validation",12,0.93,0.0432027649769584
"external","validation",12,0.94,0.0255376344086021
"external","validation",12,0.95,0.0846774193548387
"external","validation",12,0.96,0.0725806451612903
"external","validation",12,0.97,0.0685483870967742
"external","validation",12,0.98,0.0443548387096774
"external","validation",12,0.99,0.0161290322580645
"refit","training",18,0.01,0.697216791187453
"refit","training",18,0.02,0.694127166607733
"refit","training",18,0.03,0.690973838428432
"refit","training",18,0.04,0.687754815912061
"refit","training",18,0.05,0.684468024500609
"refit","training",18,0.06,0.681111301356999
"refit","training",18,0.07,0.677682390618902
"refit","training",18,0.08,0.67417893834302
"refit","training",18,0.09,0.670598487116021
"refit","training",18,0.1,0.666938470306199
"refit","training",18,0.11,0.663196205927617
"refit","training",18,0.12,0.659368890085885
"refit","training",18,0.13,0.655453589971929
"refit","training",18,0.14,0.651447236366952
"refit","training",18,0.15,0.647346615618328
"refit","training",18,0.16,0.643343844170298
"refit","training",18,0.17,0.639268924810465
"refit","training",18,0.18,0.63511921806953
"refit","training",18,0.19,0.630891954134838
"refit","training",18,0.2,0.62632850678733
"refit","training",18,0.21,0.621649529127227
"refit","training",18,0.22,0.618579539533646
"refit","training",18,0.23,0.613357304146983
"refit","training",18,0.24,0.609087066528872
"refit","training",18,0.25,0.60441663786787
"refit","training",18,0.26,0.599288876653355
"refit","training",18,0.27,0.594774815630015
"refit","training",18,0.28,0.589795062147068
"refit","training",18,0.29,0.583928432613043
"refit","training",18,0.3,0.575752642548617
"refit","training",18,0.31,0.570390478235565
"refit","training",18,0.32,0.564504220428354
"refit","training",18,0.33,0.559028116431295
"refit","training",18,0.34,0.554052178642324
"refit","training",18,0.35,0.550168695506555
"refit","training",18,0.36,0.548094822064605
"refit","training",18,0.37,0.542277564182689
"refit","training",18,0.38,0.537486797602227
"refit","training",18,0.39,0.530602754487552
"refit","training",18,0.4,0.523877874880151
"refit","training",18,0.41,0.519197635001315
"refit","training",18,0.42,0.514159483738711
"refit","training",18,0.43,0.50586956157808
"refit","training",18,0.44,0.500859569583907
"refit","training",18,0.45,0.495222686863823
"refit","training",18,0.46,0.494529771291439
"refit","training",18,0.47,0.490333049632834
"refit","training",18,0.48,0.47937922512108
"refit","training",18,0.49,0.47446909078439
"refit","training",18,0.5,0.469743173099125
"refit","training",18,0.51,0.461122594846189
"refit","training",18,0.52,0.456806986095728
"refit","training",18,0.53,0.44869401901769
"refit","training",18,0.54,0.435406075804945
"refit","training",18,0.55,0.427954584662618
"refit","training",18,0.56,0.416716998888229
"refit","training",18,0.57,0.408843999336892
"refit","training",18,0.58,0.396992508084185
"refit","training",18,0.59,0.387278329172941
"refit","training",18,0.6,0.388421446545366
"refit","training",18,0.61,0.383952662367657
"refit","training",18,0.62,0.382367955244097
"refit","training",18,0.63,0.37730407176881
"refit","training",18,0.64,0.376625910509886
"refit","training",18,0.65,0.362991277504235
"refit","training",18,0.66,0.35051915115821
"refit","training",18,0.67,0.334855455357084
"refit","training",18,0.68,0.336058339948522
"refit","training",18,0.69,0.318740506177712
"refit","training",18,0.7,0.310826020524888
"refit","training",18,0.71,0.303817763710856
"refit","training",18,0.72,0.290007722447964
"refit","training",18,0.73,0.276257242682422
"refit","training",18,0.74,0.254855742277173
"refit","training",18,0.75,0.248896046420141
"refit","training",18,0.76,0.247200557677797
"refit","training",18,0.77,0.240814849851216
"refit","training",18,0.78,0.236848462573175
"refit","training",18,0.79,0.216434115371647
"refit","training",18,0.8,0.216122481658321
"refit","training",18,0.81,0.201556202128073
"refit","training",18,0.82,0.182713407943823
"refit","training",18,0.83,0.186369084729704
"refit","training",18,0.84,0.170009382907691
"refit","training",18,0.85,0.165962521825892
"refit","training",18,0.86,0.14635413519556
