"strategy","cohort","time_month","threshold","net_benefit"
"refit","validation",12,0.76,0.108870967741935
"refit","validation",12,0.77,0.100806451612903
"refit","validation",12,0.78,0.0887096774193548
"refit","validation",12,0.79,0.0806451612903226
"refit","validation",12,0.8,0.0645161290322581
"refit","validation",12,0.81,0.0524193548387097
"refit","validation",12,0.82,0.0403225806451613
"refit","validation",12,0.83,0.0282258064516129
"refit","validation",12,0.84,0.0241935483870968
"refit","validation",12,0.85,0.0120967741935484
"refit","validation",12,0.86,0.00403225806451613
"refit","validation",12,0.87,NA
"refit","validation",12,0.88,NA
"refit","validation",12,0.89,NA
"refit","validation",12,0.9,NA
"refit","validation",12,0.91,NA
"refit","validation",12,0.92,NA
"refit","validation",12,0.93,NA
"refit","validation",12,0.94,NA
"refit","validation",12,0.95,NA
"refit","validation",12,0.96,NA
"refit","validation",12,0.97,NA
"refit","validation",12,0.98,NA
"refit","validation",12,0.99,NA
"external","validation",12,0.01,0.558080808080808
"external","validation",12,0.02,0.553571428571429
"external","validation",12,0.03,0.548969072164949
"external","validation",12,0.04,0.544270833333333
"external","validation",12,0.05,0.539473684210526
"external","validation",12,0.06,0.534574468085106
"external","validation",12,0.07,0.529569892473118
"external","validation",12,0.08,0.52445652173913
"external","validation",12,0.09,0.519230769230769
"external","validation",12,0.1,0.513888888888889
"external","validation",12,0.11,0.508426966292135
"external","validation",12,0.12,0.502840909090909
"external","validation",12,0.13,0.497126436781609
"external","validation",12,0.14,0.491279069767442
"external","validation",12,0.15,0.486739434996187
"external","validation",12,0.16,0.481504619112525
"external","validation",12,0.17,0.475403431080068
"external","validation",12,0.18,0.470947326618962
"external","validation",12,0.19,0.464664716951574
"external","validation",12,0.2,0.459245391705069
"external","validation",12,0.21,0.454875616421145
"external","validation",12,0.22,0.449450677886863
"external","validation",12,0.23,0.43873973151673
"external","validation",12,0.24,0.431885288255702
"external","validation",12,0.25,0.423518869913557
"external","validation",12,0.26,0.412391932692266
"external","validation",12,0.27,0.408127282280599
"external","validation",12,0.28,0.402385752688172
"external","validation",12,0.29,0.398258482140808
"external","validation",12,0.3,0.392500409366301
"external","validation",12,0.31,0.384864837926542
"external","validation",12,0.32,0.377004690856201
"external","validation",12,0.33,0.372874789359653
"external","validation",12,0.34,0.360853510617064
"external","validation",12,0.35,0.357011566688986
"external","validation",12,0.36,0.349255062001387
"external","validation",12,0.37,0.335201693345533
"external","validation",12,0.38,0.32669037830584
"external","validation",12,0.39,0.319047828897115
"external","validation",12,0.4,0.321022727272727
"external","validation",12,0.41,0.311091891178522
"external","validation",12,0.42,0.299990185173068
"external","validation",12,0.43,0.290049721076886
"external","validation",12,0.44,0.271940331010453
"external","validation",12,0.45,0.257102272727273
"external","validation",12,0.46,0.239570573023002
"external","validation",12,0.47,0.232491079207094
"external","validation",12,0.48,0.226220016542597
"external","validation",12,0.49,0.231748492218332
"external","validation",12,0.5,0.222523041474654
"external","validation",12,0.51,0.205136893467064
"external","validation",12,0.52,0.20021828765462
"external","validation",12,0.53,0.190494037083099
"external","validation",12,0.54,0.185834502103787
"external","validation",12,0.55,0.179270227392914
"external","validation",12,0.56,0.167584655487881
"external","validation",12,0.57,0.160358397121404
"external","validation",12,0.58,0.160739645827899
"external","validation",12,0.59,0.144941454158375
"external","validation",12,0.6,0.131286853971557
"external","validation",12,0.61,0.137204812222935
"external","validation",12,0.62,0.126905081533541
"external","validation",12,0.63,0.124858967126519
"external","validation",12,0.64,0.118846353154554
"external","validation",12,0.65,0.124039938556067
"external","validation",12,0.66,0.118964096674323
"external","validation",12,0.67,0.118339827796301
"external","validation",12,0.68,0.119222436206066
"external","validation",12,0.69,0.135300929811017
"external","validation",12,0.7,0.14064027370479
"external","validation",12,0.71,0.119994438264739
"external","validation",12,0.72,0.100002679241239
"external","validation",12,0.73,0.0970145991782499
"external","validation",12,0.74,0.0829714640198512
"external","validation",12,0.75,0.0890198511166252
"external","validation",12,0.76,0.100134408602151
"external","validation",12,0.77,0.0923913043478262
"external","validation",12,0.78,0.0857771260997067
"external","validation",12,0.79,0.080453149001536
"external","validation",12,0.8,0.0725806451612903
"external","validation",12,0.81,0.0643039049235993
"external","validation",12,0.82,0.0474910394265232
"external","validation",12,0.83,0.0381878557874762
"external","validation",12,0.84,0.0493951612903225
"external","validation",12,0.85,0.0591397849462366
"external","validation",12,0.86,0.0720046082949309
"external","validation",12,0.87,0.0766129032258065
"external","validation",12,0.88,0.0725806451612903
"external","validation",12,0.89,0.0645161290322581
"external","validation",12,0.9,0.0362903225806452
"external","validation",12,0.91,0.0241935483870968
"external","validation",12,0.92,0.00806451612903226
"external","validation",12,0.93,0.00403225806451613
"external","validation",12,0.94,0.00403225806451613
"external","validation",12,0.95,NA
"external","validation",12,0.96,NA
"external","validation",12,0.97,NA
"external","validation",12,0.98,NA
"external","validation",12,0.99,NA
"refit","training",18,0.01,0.697216791187453
"refit","training",18,0.02,0.694127166607733
"refit","training",18,0.03,0.690973838428432
"refit","training",18,0.04,0.687754815912061
"refit","training",18,0.05,0.684468024500609
"refit","training",18,0.06,0.681111301356999
"refit","training",18,0.07,0.677682390618902
"refit","training",18,0.08,0.67417893834302
"refit","training",18,0.09,0.670598487116021
"refit","training",18,0.1,0.666938470306199
"refit","training",18,0.11,0.663196205927617
"refit","training",18,0.12,0.659368890085885
"refit","training",18,0.13,0.655453589971929
"refit","training",18,0.14,0.651447236366952
"refit","training",18,0.15,0.647346615618328
"refit","training",18,0.16,0.643148361042356
"refit","training",18,0.17,0.638848943705516
"refit","training",18,0.18,0.634444662531193
"refit","training",18,0.19,0.629931633673554
"refit","training",18,0.2,0.625817114329568
"refit","training",18,0.21,0.622192974219407
"refit","training",18,0.22,0.617858021115095
"refit","training",18,0.23,0.613357304146983
"refit","training",18,0.24,0.610699188901731
"refit","training",18,0.25,0.605102429904739
"refit","training",18,0.26,0.600782576364998
"refit","training",18,0.27,0.596022461795121
"refit","training",18,0.28,0.591951110689665
"refit","training",18,0.29,0.587017784858609
"refit","training",18,0.3,0.583719172805505
"refit","training",18,0.31,0.578640545035745
"refit","training",18,0.32,0.573384800577054
"refit","training",18,0.33,0.568092626741097
"refit","training",18,0.34,0.56325428379867
"refit","training",18,0.35,0.561156529144979
"refit","training",18,0.36,0.556439699129868
"refit","training",18,0.37,0.552152587946866
"refit","training",18,0.38,0.549072727710573
"refit","training",18,0.39,0.543096897397657
"refit","training",18,0.4,0.538370787195089
"refit","training",18,0.41,0.535380743508776
"refit","training",18,0.42,0.530160489240507
"refit","training",18,0.43,0.522249855559151
"refit","training",18,0.44,0.520189310778823
"refit","training",18,0.45,0.511550978461279
"refit","training",18,0.46,0.504096307688855
"refit","training",18,0.47,0.503892169722195
"refit","training",18,0.48,0.49853432931198
"refit","training",18,0.49,0.500037418258334
"refit","training",18,0.5,0.498074063305214
"refit","training",18,0.51,0.49242063985623
"refit","training",18,0.52,0.485811224141217
"refit","training",18,0.53,0.480554225218541
"refit","training",18,0.54,0.476749680207588
"refit","training",18,0.55,0.472076265252081
"refit","training",18,0.56,0.463789387449924
"refit","training",18,0.57,0.459535697837425
"refit","training",18,0.58,0.455219783009848
"refit","training",18,0.59,0.453512082932961
"refit","training",18,0.6,0.446839913532188
"refit","training",18,0.61,0.433164062087329
"refit","training",18,0.62,0.432672798619145
"refit","training",18,0.63,0.424015253988586
"refit","training",18,0.64,0.421106406598184
"refit","training",18,0.65,0.407202633987497
"refit","training",18,0.66,0.408385378392158
"refit","training",18,0.67,0.404364841218379
"refit","training",18,0.68,0.403097251696713
"refit","training",18,0.69,0.395727351372647
"refit","training",18,0.7,0.392508035004353
"refit","training",18,0.71,0.381740575902964
"refit","training",18,0.72,0.398232448144215
"refit","training",18,0.73,0.386031525566508
"refit","training",18,0.74,0.375899493716557
"refit","training",18,0.75,0.363795752842222
"refit","training",18,0.76,0.366604029731074
"refit","training",18,0.77,0.355131055431573
"refit","training",18,0.78,0.35091292104541
"refit","training",18,0.79,0.334458482833676
"refit","training",18,0.8,0.312568684080035
"refit","training",18,0.81,0.285389612233194
"refit","training",18,0.82,0.262768413332299
"refit","training",18,0.83,0.231379856439154
"refit","training",18,0.84,0.197300018733608
"refit","training",18,0.85,0.195704320696963
"refit","training",18,0.86,0.175604838709677
"refit","training",18,0.87,0.161001297090007
"refit","training",18,0.88,0.136831494057725
"refit","training",18,0.89,0.128824613014588
"refit","training",18,0.9,0.116935483870968
"refit","training",18,0.91,0.0957661290322581
"refit","training",18,0.92,0.0745967741935484
"refit","training",18,0.93,0.0433467741935484
"refit","training",18,0.94,0.0292338709677419
"refit","training",18,0.95,0.0151209677419355
"refit","training",18,0.96,0.00806451612903226
"refit","training",18,0.97,0.00201612903225806
"refit","training",18,0.98,NA
"refit","training",18,0.99,NA
"refit","validation",18,0.01,0.697203516647961
"refit","validation",18,0.02,0.694113756613757
"refit","validation",18,0.03,0.690960290187094
"refit","validation",18,0.04,0.68774112654321
"refit","validation",18,0.05,0.684454191033139
"refit","validation",18,0.06,0.68109732072498
"refit","validation",18,0.07,0.677668259657507
"refit","validation",18,0.08,0.674164653784219
"refit","validation",18,0.09,0.670584045584046
