name,GSM1620822,GSM1620823,GSM1620824,GSM1620819,GSM1620820,GSM1620821,GSM1620912,GSM1620913,GSM1620914,GSM1620915,GSM1620916,GSM1620917
RP11-495K9.5,4.714676,4.738569,4.658385,4.520207,4.722315,4.799994,6.434007,5.595967,4.644283,6.62625,4.693696,5.68893
LOC101930301,2.795649,3.667094,3.263891,3.268693,2.729277,2.369108,3.044084,5.361771,2.9235,2.844846,3.67219,3.596038
LOC100506379,2.417704,2.575675,2.425826,2.821579,2.059704,2.270682,6.349124,3.355831,2.524207,2.689971,2.335617,2.539409
TMEM221,5.744371,5.191649,6.005529,5.184148,5.614044,5.205149,5.100269,7.032295,5.915131,5.956221,5.083134,5.392971
GRAPL,3.17827,4.305438,4.250928,2.677133,3.082135,3.523145,5.460913,6.043331,3.606605,5.665612,3.111972,4.030548
NDST2,6.090173,5.398203,6.090644,5.420051,4.749524,5.649097,6.556135,4.945435,5.356771,5.745032,4.99967,5.526553
PHKA2,5.988437,6.107939,6.934151,6.832119,5.915099,6.98753,5.507893,6.930204,5.709028,6.537471,5.374369,5.759708
ZNF138,4.414328,3.603043,3.770532,3.151397,4.305516,3.301636,5.336778,4.094639,2.995692,2.643311,2.177708,2.86608
LINC00689,3.82141,3.801154,3.852231,3.906315,3.809824,3.585253,3.978956,5.834116,4.647202,4.430288,3.846064,4.328613
AC141928.1,5.318817,5.272195,5.334679,4.965339,5.327158,5.253483,5.271003,6.159595,6.263332,5.847856,5.333344,6.073789
LOC100507391,5.337865,5.23029,5.222138,4.800601,4.943864,5.273006,6.316279,7.066133,6.439559,6.158751,5.072118,5.706325
INO80C,6.702242,6.301989,5.405153,6.448278,8.172854,7.254301,5.829019,4.371863,9.521344,6.330009,7.828389,6.076065
LOC101928555,3.394187,2.314735,2.147182,2.180482,2.518312,3.269661,4.109348,5.423391,5.357274,2.503888,2.285057,3.877591
ZBTB40,7.202278,7.341079,7.907233,7.324965,7.106253,7.390344,4.656426,4.19052,5.604068,6.461975,7.747471,6.743505
MACROD1,6.287139,6.068388,5.889503,5.453929,6.567289,5.560254,5.741027,6.054303,8.655027,5.805627,5.631017,6.292696
CHPT1,5.307481,5.675564,6.275064,6.214364,6.618197,6.139336,6.091562,5.951419,3.755201,6.932359,6.899725,5.467771
ZNF595,7.327586,6.877708,6.805768,5.534783,5.70874,5.778909,5.101402,6.592905,4.674172,3.679332,6.060371,5.31904
SPG11,3.143693,2.845469,3.353224,2.893068,2.911277,3.228974,4.169645,5.376015,4.84112,3.275924,4.53884,3.250538
ADAMTSL3,5.485259,5.323129,5.160547,4.948096,5.182009,5.499344,6.347514,5.606138,6.104023,5.771509,4.978777,5.676221
AX748157,5.852344,5.866946,5.866162,5.524809,6.180755,5.864986,5.844883,5.967303,6.922864,6.288002,5.762432,6.726686
LTB,6.677747,6.494568,6.515438,5.892198,6.916381,6.170867,6.69731,4.878369,7.97222,4.866832,5.08753,5.075049
DKFZp667F0711,6.641748,6.467331,6.474387,6.43846,5.37916,7.402239,6.641729,5.337103,6.053072,4.796421,6.530158,2.986525
KIFC3,4.300793,4.87312,4.556033,4.320389,4.544464,4.359518,4.730465,5.68092,4.899896,4.43229,4.453836,5.02016
LOC401220,3.045885,3.989352,2.786833,3.895796,5.454897,3.977686,5.88241,4.253053,6.703784,4.15686,7.339911,4.839576
ZC3H12C,2.592431,2.305669,2.289484,2.61714,2.688311,2.244891,6.889303,5.060365,2.824217,2.979745,2.719719,2.866958
LOC101928483,4.791607,4.472275,4.533023,4.732594,4.756571,4.913253,5.964704,6.36046,5.37287,5.031622,4.724358,5.677675
ALDH1L1-AS2,5.15159,4.973896,4.870497,4.898483,5.120532,5.054373,6.763753,6.724864,5.856182,5.398727,5.137921,5.634056
LOC731424,3.512818,5.416071,6.515324,5.124391,5.066814,5.340441,6.403952,4.887554,6.701652,4.461408,4.013508,4.16907
TPPP2,2.692151,2.434593,2.761173,2.576756,2.543288,2.747638,4.707028,5.531802,3.056781,3.222103,2.954256,3.573714
LOC101927438,2.696036,2.538076,2.478106,3.07142,2.869197,2.306679,5.822748,5.502366,3.072615,3.183972,2.746299,8.34526
LOC646241,3.353574,3.132578,2.928247,4.692936,4.615593,3.185742,5.707299,4.613947,3.145142,3.734951,3.154888,6.509859
EBF3,4.731891,5.318195,4.925358,4.562745,5.502035,5.243835,5.139464,6.943982,6.177045,4.7224,4.920425,6.168352
AX748066,5.672066,5.314131,5.642061,5.163794,5.289875,5.276993,6.600339,7.57344,6.324294,6.084071,5.423378,6.250103
AK093370,3.681051,3.597717,3.654862,3.628388,3.681378,3.52589,3.846986,7.081588,4.647302,4.277354,5.838291,4.927171
RP1-155D22.2,4.882303,4.688699,4.597644,4.194899,4.775943,4.556492,7.167983,8.077547,5.350166,5.107262,4.534187,4.924702
BC045789,7.542819,8.238381,7.177262,7.328236,8.691472,7.776535,6.508878,6.980143,9.835389,11.929009,8.146445,6.305204
FAM53B-AS1,4.932495,6.591391,4.156583,4.653588,5.741524,5.592389,5.623337,8.683816,7.118484,4.158438,7.068986,4.839674
RP11-454K7.3,2.990746,2.666002,3.026924,2.876518,4.0161,3.120148,5.297124,5.715814,3.341313,3.605488,3.30495,3.341597
LOC100288798,3.797435,3.759414,3.674227,3.484275,3.54619,3.747266,4.603077,5.206295,3.597037,3.664251,3.552726,4.12834
MTDH,6.49017,6.58234,7.005429,6.956135,7.962951,6.187698,6.397724,5.751097,7.188987,6.356121,6.323737,6.344338
LINC00960,2.844714,2.845469,2.651075,2.440654,5.867463,2.668262,5.444958,7.2382,7.162716,2.710918,2.686452,7.586199
FAM170B,5.318766,4.99573,5.012878,4.586904,4.947271,5.10155,5.641583,6.120321,5.606421,5.375621,4.838402,5.529273
ARHGEF12,3.334169,2.838235,2.587971,2.715941,2.777982,2.907147,5.776746,5.378055,3.710985,4.369083,2.91757,2.8675
LINC01410,5.096128,5.781764,5.619252,5.921318,5.894446,5.076743,6.470532,7.288187,7.380219,6.847427,4.865189,6.423889
LOC101928420,3.466559,2.99464,3.273811,3.421145,3.213464,3.444893,4.786353,4.649339,4.060701,4.023143,3.182336,4.59909
TBX18,2.472742,2.556574,2.608304,2.728152,3.106005,2.32224,4.742417,4.967653,4.534261,3.778941,2.687377,4.080118
NSUN4,3.329961,4.954536,4.129427,3.68783,4.207614,5.782987,5.510311,8.057042,4.220429,5.114573,5.77796,6.042495
ZNF605,2.496674,2.876654,3.672536,2.593445,2.926108,2.999072,3.695858,4.280353,2.678725,2.88746,2.817874,3.171697
KMT2A,6.33262,5.580096,5.883398,6.525112,5.229939,5.547819,5.389997,5.622895,5.106232,4.197596,3.679005,3.711397
LOC101928099,3.46116,3.07142,3.514709,3.588269,3.899954,3.439427,6.937727,6.75005,4.026924,6.090714,3.201344,4.291447
COPA,5.892376,6.637865,6.185031,6.166547,6.120481,7.487351,7.015963,6.701715,7.110865,5.179395,7.195391,7.621337
LCN6,3.940873,4.074385,3.803387,3.813068,3.992296,3.83152,4.737533,5.883525,4.666985,4.250776,3.794869,4.720784
RP1-149C7.1,2.65709,2.739334,3.026754,2.517233,2.417498,3.162839,5.35623,4.016743,2.98634,3.019431,2.94935,3.21225
AK056982,5.794833,5.424217,5.39698,5.25611,7.051787,5.578158,6.770712,4.858374,5.879303,6.137744,7.259455,5.582966
LOC100129129,6.723124,6.651362,6.612697,6.26182,7.38589,6.90864,8.707789,8.405696,8.825029,7.204146,6.577291,7.728396
LOC100289094,4.307108,4.583212,4.707792,4.241094,4.320605,4.469571,6.560773,7.727751,4.256163,4.91742,4.624264,5.246134
LZTS1-AS1,4.328608,4.821488,4.864439,4.597847,4.349171,5.358169,5.061912,5.70686,4.505469,5.841188,3.61013,4.265954
SAMHD1,7.596505,6.357066,6.972064,6.75042,7.478718,6.593436,6.574393,7.389452,8.034442,7.723055,6.394271,6.435598
CDKN2B-AS1,3.061935,3.127014,4.216917,3.144177,4.02729,4.53888,6.481062,8.053434,4.449749,3.341259,2.991316,3.222106
ABI1,2.915973,2.971251,2.539673,2.721812,3.228239,3.166951,6.542207,5.537885,3.62536,3.519319,4.932976,3.392598
GPATCH11,5.641485,5.55767,5.419043,5.862742,5.262395,6.331827,5.011072,6.058528,3.862412,3.961849,7.304919,5.543021
TIMM17B,4.791067,4.904468,4.343992,4.35423,4.423783,5.143521,5.101046,4.761799,4.827588,4.675746,4.590866,5.039255
CECR5-AS1,4.27255,4.280989,4.057723,4.186111,4.177416,4.180462,6.39332,5.822705,4.534792,4.957021,4.355725,4.960528
RP11-474P2.2,5.644284,5.881999,5.72982,5.251516,5.48284,5.465663,5.111735,7.342329,5.970801,6.053052,5.415493,6.485565
LOC102723757,3.933032,3.239029,3.48844,3.772602,3.083654,3.854393,4.43849,4.312322,4.224259,3.864382,3.706944,4.052144
LOC728353,4.974605,4.869461,5.709468,4.624575,5.063571,5.043149,5.470923,4.1142,5.240003,5.380265,6.950218,5.625592
LINC01186,2.621991,2.578538,2.760031,2.464293,2.825326,3.245884,3.549414,4.260154,3.437593,3.533692,2.63294,3.574918
LOC101928211,2.263997,2.451663,2.066283,2.195264,2.300053,2.153161,4.948662,4.957084,2.93303,2.92969,2.441956,2.780482
MDFIC,4.815679,7.855025,7.179681,8.760663,6.814293,6.645506,5.781616,5.347864,4.87761,6.129287,6.00179,6.484477
RUVBL2,3.531112,3.996515,4.526952,4.525461,4.116992,4.657913,4.688575,6.449816,4.108532,3.686186,4.065283,4.564295
LOC101927253,4.126809,4.515187,4.121733,3.474719,3.728076,3.716715,4.68872,4.325661,4.518856,4.55784,3.905339,5.020324
FAM66B,7.322844,8.030864,8.51814,6.163664,8.407588,7.835479,5.854291,8.328723,10.607393,4.975912,7.717613,4.583699
DDX42,3.874497,4.26103,4.760294,4.093664,4.50988,5.62698,5.57338,4.933704,4.648254,6.143972,6.54392,5.5539
LOC642852,7.346504,7.241234,6.59439,6.994562,6.798747,7.236575,5.720869,7.181899,5.314283,7.008279,5.374948,4.887554
SYCE1L,7.278772,8.283156,7.586515,7.664964,8.707431,7.655135,6.951666,6.54632,5.563597,6.306803,7.253075,6.176191
FLJ38717,8.495205,8.30571,8.707483,8.349591,7.7394,9.009307,6.686818,6.702054,6.059865,9.341101,7.849054,6.573763
ZFHX4-AS1,2.39361,1.917328,2.009302,1.880628,2.032995,2.652757,4.541386,4.122415,5.00385,2.326162,2.150138,2.341833
LOC100506731,2.353781,2.407723,2.080903,1.995076,2.660879,2.319518,4.005248,3.877275,2.69978,3.266107,2.224663,2.865603
BSDC1,4.511532,4.636955,5.649795,4.853039,4.013025,6.673721,3.140734,6.970617,6.013475,5.877957,6.643492,4.846975
BTG1,9.048892,9.65437,10.050058,9.52261,9.527513,10.597387,6.959994,7.273428,8.869768,11.056535,9.926054,8.653518
LOC100506314,4.195703,6.171863,4.713095,3.71923,3.976914,3.593947,3.949136,3.612334,3.996312,3.853454,3.504042,5.044777
SLC25A34,7.5469,7.796248,7.851869,8.992276,5.020784,7.106766,6.314803,5.718704,5.536968,7.64496,7.497128,5.716472
SYF2,5.548924,5.835179,6.084906,6.113458,6.26322,5.785768,4.169846,6.875728,6.882537,5.616411,5.027403,3.401375
ZNF7,6.017391,5.414998,6.018488,4.934683,4.61188,6.494843,6.379208,5.846343,4.833333,4.810521,6.720288,4.656041
LIFR-AS1,3.943592,2.636161,3.471351,2.631685,5.822309,3.063863,3.340261,5.635243,3.307541,3.426178,3.629059,6.596874
ZNF483,8.129637,7.407465,6.904557,7.707572,9.014336,8.774488,6.312782,6.942978,10.953029,5.505757,7.195199,5.643606
TPM4,6.122846,6.117536,6.693795,7.929782,6.093476,7.023964,7.927093,6.620037,6.737783,6.6014,5.672267,8.024821
LINC00645,2.364793,2.365301,3.979505,2.780662,4.026202,3.313469,4.438724,6.825321,3.631161,3.992685,2.661307,3.044662
SFXN3,7.039764,7.519058,8.018253,7.058419,7.289911,7.930161,4.721154,6.978709,6.546566,7.467313,8.005284,9.200475
LOC100131581,6.429473,6.109356,6.538169,5.321916,6.527367,5.85506,5.986963,5.472863,6.720578,6.385225,4.456428,5.870347
DQ594366,2.831371,3.27557,2.629822,2.89751,3.669354,3.220373,5.193245,4.780303,4.623134,4.718093,2.890333,3.968882
LOC646762,5.683938,5.298442,5.607381,5.453114,6.004915,5.930068,7.397024,6.098738,6.507337,5.624184,5.481273,6.34836
LOC645984,5.261183,4.887661,8.77847,5.042912,3.389509,6.282871,7.272016,7.459624,6.092231,4.272578,4.473548,9.02431
AX747544,3.593844,3.521946,3.511076,3.584053,3.614324,3.645917,5.194034,4.101764,4.589554,4.094074,3.682334,4.30399
TMTC3,7.594042,7.322133,8.010193,7.713864,7.986519,8.146067,6.952239,7.161842,5.817263,7.619935,7.387733,4.773339
DLGAP1-AS2,4.181057,4.304073,4.352275,4.115832,5.043732,4.085659,5.35343,5.827909,4.857485,3.690001,4.608087,4.427264
DNAJC13,7.301414,7.316228,7.216104,7.147658,7.277141,7.004021,6.573849,5.022728,6.559557,4.227047,6.292982,8.773452
AK094644,6.074063,5.520153,5.274231,5.307596,6.588307,5.863763,7.951456,6.73382,8.276728,4.916643,6.798447,7.273879
LOC283692,3.6242,3.339773,3.244532,3.251517,3.211671,3.301594,5.743136,6.412825,4.14956,3.927926,3.610154,3.86069
MCCC2,3.986311,3.14184,4.965317,5.636571,3.048149,4.389756,5.658682,5.674827,3.471029,3.213692,3.08139,5.574922
RTP5,5.403772,5.570299,5.628132,5.19106,5.593243,5.234892,6.041091,7.441715,6.030928,5.666606,5.460429,6.74597
LOC100506071,3.727474,3.817065,3.747425,4.110057,3.765242,3.47962,6.425602,5.522381,3.278384,4.109517,3.340069,3.161401
CYB5R1,3.247582,3.152452,3.360708,3.333333,3.437055,3.303535,5.093885,7.69824,2.991108,3.221532,3.365874,3.232637
LOC399900,4.877103,5.03902,5.878315,5.0406,4.393642,4.999042,6.447166,8.512247,5.630873,4.529768,5.790931,4.899646
VPS37C,5.998394,5.861512,5.646889,5.549583,6.1462,5.84195,6.735937,4.863586,6.634829,6.823099,6.106306,6.279079
CTD-2540F13.2,4.626335,4.933319,4.217866,5.600854,4.187222,5.164898,4.929733,5.750676,5.62022,3.880838,5.513684,4.178491
PAIP2,5.523317,5.251135,6.094338,4.979886,5.584115,4.947554,6.435055,4.659528,6.775578,4.744219,4.21515,5.875591
LOC729870,4.882637,3.125827,3.562099,3.661716,4.749524,2.8194,4.952132,8.827779,3.472714,3.451113,3.313718,4.197703
PLEKHM3,6.896949,6.34079,7.030702,6.490839,7.179553,6.452093,4.108948,5.48326,4.723658,7.566099,5.161925,6.988566
LOC101928191,4.584281,4.396294,4.082225,3.780235,4.237619,4.576974,5.536176,5.658976,6.459952,4.832319,3.949317,4.72488
RP1-30M3.5,7.158189,5.901668,7.119089,7.444236,7.082768,6.446893,3.988906,4.947118,6.607666,7.606579,6.790674,7.915579
PRKCA,4.498831,4.562328,4.525966,4.173185,4.200286,4.570942,3.11702,5.162882,5.559627,4.85833,4.241933,5.5629
LAMA3,5.372395,5.275309,4.980666,4.891259,5.539512,5.184877,8.101476,6.524006,6.12667,5.890974,5.509675,6.045737
DIAPH1,3.596832,3.225907,4.523231,4.100056,4.060857,3.547947,6.937712,3.325625,3.762169,3.10822,2.991664,3.750352
RAD51-AS1,8.996466,8.578726,8.650522,8.485857,8.841259,9.08849,8.337753,5.007357,9.235225,9.092275,9.205074,8.935821
RP5-1102E8.3,3.343571,2.908151,3.573093,4.332986,4.168857,4.253485,6.153405,4.494103,6.472551,7.65869,2.550071,3.723857
LOC100289019,11.402098,10.794562,10.968587,11.343705,10.774681,10.871222,6.608559,7.079603,9.272838,10.606848,11.177177,10.388
PHF21B,5.404942,5.48799,5.188836,5.039065,5.345319,5.235278,5.261959,5.697806,7.280434,5.463326,5.561935,6.142401
LOC440416,1.960683,2.026835,2.274839,1.915452,2.253282,1.922878,5.239516,5.442584,2.303464,2.305605,2.153324,2.237551
DLX1,3.660936,4.093765,3.760988,3.840057,3.971263,4.230701,4.700597,6.391545,5.490817,4.504299,4.251547,4.965603
SYDE2,2.941332,2.894389,3.562244,2.947358,2.783559,2.991787,5.434054,5.345445,3.142901,3.33778,3.475096,3.353664
PTPRB,4.097779,3.965886,3.473997,3.674611,4.639328,4.16561,5.01199,7.40731,8.216287,3.658979,3.532078,3.948166
AK055458,6.005243,6.603325,6.986926,5.652648,5.814335,6.483574,6.582119,5.431586,6.311356,4.714635,5.815085,6.336962
WDFY2,5.669758,5.565702,5.511603,5.548493,5.582535,6.091572,6.707925,6.818879,4.657086,6.403478,5.361307,4.95803
ABHD1,3.750314,4.191076,4.345792,4.934497,3.570891,4.186187,6.384024,7.688375,4.122412,3.584473,3.768035,4.346453
LINC00937,8.303363,7.827752,7.393851,7.550216,8.765405,7.552351,7.599563,7.930768,11.551162,6.654495,5.836449,10.233896
C5orf56,8.971163,8.1467,9.076501,8.744872,8.912452,8.340373,6.946328,6.878877,7.227011,8.375625,9.081517,9.354157
FW340027,4.271583,3.97926,4.321682,3.670367,4.341716,4.31742,5.186957,4.379812,5.313807,4.706935,4.316094,4.862489
C1orf145,5.533159,4.893518,6.573049,5.14028,5.896454,5.538162,7.537513,6.743135,5.915131,4.866816,4.421612,8.139596
BC035400,3.314832,3.667966,4.480339,3.869317,3.518462,3.787391,5.475975,5.187539,4.779032,3.704552,3.071095,3.540378
ARL5C,4.110591,4.1221,4.011786,3.996995,4.100165,4.345388,4.030008,6.879561,4.483236,4.895139,4.216153,4.580755
LOC100133039,5.575576,5.915964,5.922553,5.427358,5.740862,5.743274,7.269018,6.219625,5.869589,5.17367,5.779173,5.694396
AK057978,11.389534,11.639747,11.675815,11.457656,11.457644,12.119922,8.916969,7.090553,10.910221,10.695026,11.670681,10.427118
WDR86-AS1,6.735658,6.83324,6.362658,7.178573,7.533859,7.45817,4.848464,7.314947,6.065835,4.8914,7.21571,5.458877
RP11-378J18.8,4.277317,5.504503,5.900254,5.089554,5.850335,6.220111,4.807744,5.963346,4.58331,8.14056,6.490024,6.913488
LOC101928054,9.940662,9.494149,10.146039,10.02912,9.317254,10.216515,7.032382,5.564408,9.58044,8.376754,11.46282,11.366787
RP11-59H7.3,2.496075,2.606545,2.820932,2.249786,2.520062,2.689289,6.939491,5.341755,2.253432,2.706092,2.473248,3.657879
LOC643549,2.616861,2.937453,2.786833,2.582889,2.805416,2.824372,5.062571,3.250549,3.185064,3.499768,3.11445,3.703363
LOC101927990,2.704497,2.671665,3.559166,2.784477,3.409708,2.863095,4.824863,6.716332,2.535521,2.737831,2.819281,3.075344
LOC101927069,6.153732,7.333657,6.830185,4.959469,7.57855,6.082228,6.184526,7.61419,10.530587,8.413942,8.858981,9.257423
INTS10,8.209284,7.847454,7.291187,7.897994,7.920945,8.359382,5.081058,6.429918,7.340717,6.279854,6.53974,6.479501
SPAG16,2.811615,3.772283,2.848989,2.839236,3.305547,3.310132,5.705813,5.704193,3.31334,2.977074,3.059766,3.186137
PPP4R1L,5.79819,5.946141,5.826915,5.566081,4.539196,4.643091,5.9191,5.608171,5.110449,4.661956,5.602085,4.802679
CCDC66,4.977892,3.376773,5.120205,5.892209,3.972112,7.100719,7.112657,7.061118,7.675944,6.17368,3.791343,5.665223
LOC101929456,4.713311,4.864161,5.058634,4.518232,5.881176,4.814654,5.525113,6.630581,5.09104,7.048789,4.400501,5.583969
LDLRAD4-AS1,8.136983,8.813326,8.047005,7.92888,8.399138,8.686661,6.620968,6.214095,4.358084,7.709902,8.975362,8.801977
LOC101927066,2.557245,5.133812,4.763483,4.659789,4.78815,3.07627,5.74527,5.471179,4.552519,3.829943,5.574294,3.398664
ZC2HC1A,2.856857,2.928762,3.18243,3.100649,3.465345,3.594183,7.140821,7.965805,6.570852,2.855524,7.004849,6.006376
LINC00523,5.652509,5.424659,5.291671,5.335816,5.747644,5.449217,6.298484,5.996718,6.613312,6.212805,5.633554,6.52799
ZNF713,4.692158,3.549168,3.341369,2.721309,4.49959,3.357514,7.083185,5.668553,3.243867,3.405486,2.80442,3.878089
CSTF3-AS1,2.676698,2.073532,3.229181,2.33057,2.877864,2.789842,3.860921,3.377222,4.94319,2.802773,4.000943,3.453869
NT5DC4,4.577659,5.05351,5.26813,4.363099,5.390073,4.447473,6.578956,5.453034,4.081955,4.7224,6.50756,3.732316
MIR3610,6.363053,4.623127,5.112918,5.025102,7.008553,5.317973,4.521209,4.362102,9.041209,8.801662,5.932901,6.366613
LOC101930593,3.111484,3.361222,3.000089,2.649966,2.726895,3.026727,4.148559,4.125364,3.344031,3.401553,2.860822,3.395346
LOC101929248,5.465581,5.066242,5.479488,5.327914,5.400507,5.381457,5.412695,7.430147,6.134029,5.592477,5.235273,6.670044
HCP5B,4.542983,5.450445,5.569327,4.762372,4.848339,4.850081,6.045399,5.561278,5.509038,5.100474,4.966542,5.298171
ASB3,4.708494,4.209122,5.202165,4.23018,4.541996,7.142795,6.932574,6.72604,5.335951,4.551943,4.166277,4.734934
CBY1,5.203458,6.069289,5.713089,5.52764,4.472969,4.872194,7.40558,5.584804,4.709205,4.806308,5.837873,4.222637
AHCTF1,5.42016,5.352675,5.739865,5.268012,6.35901,5.898545,7.402636,4.666292,8.041816,5.714852,7.158945,4.553621
CNR1,3.222907,2.6336,3.274598,2.744093,3.338328,3.132293,4.531911,4.526721,3.272248,7.237754,2.838681,3.721108
SNAI3,5.943147,5.842712,5.627703,6.143248,5.670342,6.396001,5.613611,5.937423,4.714186,5.601794,5.960253,5.319693
LOC101927667,2.979736,3.273893,3.203555,3.048304,3.220642,3.093569,4.841411,3.669878,4.589545,3.663698,3.334713,4.294512
LINC01293,4.026182,3.129945,4.721631,4.885211,3.490249,3.190345,3.961974,5.72103,4.490883,3.076153,5.74104,3.350682
LOC101928682,3.656566,3.707314,3.65149,3.425953,3.485759,3.762836,4.8318,4.044657,4.497138,6.976861,3.613146,3.886778
LOC101929524,2.566443,2.788737,2.890165,2.885405,2.654335,2.591942,5.478825,5.222844,4.036119,2.808027,2.524279,2.908376
LOC284242,4.363552,6.229615,4.917911,4.436374,4.750687,5.173064,6.720563,7.69617,2.728467,3.489809,6.314452,3.104482
LOC645485,2.401005,2.651491,2.576445,2.426036,2.330534,2.414745,2.909235,4.159304,2.252681,2.722061,2.272064,3.739735
LHX9,5.081082,4.673272,3.641321,3.579042,4.861102,5.155294,5.53876,5.874079,7.57315,4.873319,4.713051,4.804994
CELF2-AS1,5.239491,5.825462,5.921461,5.428612,5.066789,5.649579,7.545233,6.350002,5.993704,4.505641,6.109573,4.759824
LOC101928988,4.428363,3.863098,4.844509,4.818327,7.121135,5.011508,6.338138,5.656699,5.984463,4.635452,4.944142,3.444493
CTB-92J24.2,6.764911,4.797808,6.120174,6.058975,6.71563,6.845392,7.811859,8.677705,10.006072,9.174777,8.618288,8.659979
LOC285593,2.426237,2.457121,2.431949,2.530177,2.617941,2.400168,3.925379,4.453628,2.445861,2.144343,2.37759,3.07842
AP001189.4,4.533255,5.984971,4.631335,5.484959,5.889779,4.577211,6.63204,6.7118,5.140295,4.970515,4.579773,5.165311
WTAP,5.32209,5.771115,5.09586,4.669878,4.391706,6.06093,7.926839,4.612973,5.926729,7.033349,6.755037,5.073502
TMEM44,5.29008,5.521672,5.421485,5.065495,5.561702,5.339652,7.811859,6.916149,6.877392,5.649207,5.339186,5.761548
C12orf80,6.916527,5.02706,5.845233,6.5006,5.421221,5.970924,4.855286,6.074714,4.52387,5.789692,5.367525,6.564525
LOC221122,4.936817,4.917943,4.814039,4.737391,4.895674,4.905623,7.739991,6.62329,5.972874,5.307947,5.00099,5.691629
TMEM95,3.755817,5.2403,5.13146,3.710235,4.284161,4.002151,5.42402,5.461789,5.123341,4.508649,4.117597,4.716418
LOC101928590,2.63771,2.490925,2.74263,2.540242,2.56245,2.405303,4.179666,5.489789,3.520405,3.652996,2.658391,2.833734
LOC101928955,4.41047,4.062403,3.860843,3.968244,5.257568,4.343903,6.310582,4.064971,5.495593,5.249383,4.427989,6.751318
LOC101927196,3.303609,2.898159,2.992584,2.959173,2.78343,3.017085,4.544098,4.846195,4.742322,3.464093,3.167332,4.438156
RIPPLY1,3.656566,3.58369,3.721527,2.989051,3.219295,3.560065,7.594685,5.423391,3.655501,3.778016,3.123957,4.399205
TMCO4,5.421485,5.772881,5.363872,5.358141,5.037641,5.423612,5.520468,6.638978,5.989978,5.40872,5.805788,6.151074
LOC101929261,3.13407,2.761972,2.843091,2.814675,2.976753,3.340923,4.730303,5.50132,3.102131,3.095065,3.13407,2.883788
FKBP4,3.314616,5.284365,5.677669,4.460491,3.652873,3.756833,4.142092,6.852482,4.173819,3.400751,5.426829,3.571697
RP11-68I3.11,3.56076,4.131207,3.672263,3.625387,3.791494,4.158194,7.801249,5.253617,5.280866,3.823919,4.924761,5.000278
GLCCI1,4.360989,4.34891,3.811605,4.3657,4.027443,4.422759,5.06847,5.408549,3.850637,4.282615,4.140467,4.055347
HIP1,5.115071,4.672576,5.173735,4.199512,4.987701,5.125552,5.440784,7.506339,4.837559,5.656961,4.486753,6.304965
C1RL-AS1,6.53535,6.040964,6.751271,5.629766,5.808559,5.925265,6.457482,6.086827,5.834625,6.276578,5.001843,5.478077
RBMS3,6.533546,3.782267,4.384192,4.982268,5.283181,3.530009,5.491279,4.434478,8.198854,3.529652,2.99464,3.090219
LINC01289,2.852699,2.961622,2.687592,3.30154,3.083132,2.725421,6.271922,8.150996,3.787027,3.561852,3.141379,4.00067
RP9P,4.047899,4.352997,3.65471,4.124669,3.65149,3.72102,4.293301,4.58265,5.517986,4.523912,4.11343,3.69846
ENTPD1-AS1,6.463926,5.497551,5.950525,5.73986,7.664355,5.522515,5.420501,6.44375,7.838398,5.626265,6.298628,6.589979
CTD-2083E4.4,6.63124,6.730003,5.983947,7.392739,6.660125,6.533698,5.42243,6.513731,5.234094,8.02831,4.398797,6.056824
ITGA1,3.872452,2.799101,5.129382,2.825076,3.162293,2.639468,4.923262,5.915227,3.453742,3.220428,2.605901,2.954496
ANKH,5.522435,6.359717,5.15068,6.369575,5.52055,5.442046,7.670711,6.339251,6.842484,8.532433,5.725643,5.92337
LINC00997,3.034301,3.335174,4.20293,2.445072,2.908911,2.865193,3.595645,6.450943,2.949922,5.323589,4.13796,3.158597
GRIK1-AS2,4.185141,4.134974,3.852042,4.128197,4.42466,4.110466,6.571593,6.036772,5.097831,4.9047,4.252413,5.133953
LOC497256,3.727474,3.363529,3.699956,2.882964,3.567703,3.433378,5.895736,5.649966,3.745099,4.608697,3.043954,3.798117
BC042091,3.79162,3.745433,4.29075,3.711482,3.886418,3.547817,5.974246,4.764872,5.024287,4.268617,4.22347,4.835883
PIGL,6.935667,5.510438,5.723776,5.850147,6.784672,6.451237,7.067346,7.730656,4.924268,4.720355,4.744605,6.696592
GAS5,7.574476,7.362344,7.451205,7.391889,7.198267,7.697018,7.744853,5.472863,6.07518,8.315251,8.656439,6.789685
DPH6,2.405989,2.507397,2.088073,2.149119,2.359726,2.56553,3.882963,4.170372,3.721943,2.344295,1.950256,4.179555
MARK1,3.111492,3.282142,3.418247,2.876196,3.129306,2.653703,6.258198,5.884487,5.344297,3.740286,3.084542,4.149217
LOC101928251,3.688005,4.2218,3.829489,3.479043,3.807385,4.005924,4.866874,4.680135,4.413933,4.193544,4.295745,4.626767
LOC100507506,5.608609,5.484586,5.414125,5.836413,6.068949,5.540369,6.373616,5.738962,6.7992,6.067087,6.016725,7.314585
LINC00298,2.83241,2.981152,2.738089,2.826026,4.010311,3.942068,7.732598,3.920943,3.963917,2.554751,2.586468,3.050557
LOC100127974,4.946696,4.390209,5.024344,4.742132,3.985109,4.172834,3.970682,4.381735,5.66212,4.945907,3.761422,4.618604
