name,GSM1620822,GSM1620823,GSM1620824,GSM1620819,GSM1620820,GSM1620821,GSM1620912,GSM1620913,GSM1620914,GSM1620915,GSM1620916,GSM1620917
DDR1,5.064419,5.017833,5.116154,5.866378,4.948736,5.148384,5.558892,6.472517,5.678816,5.653286,6.013841,5.465334
RFC2,7.198461,7.83145,7.203592,8.22579,7.525865,7.764637,5.963346,8.261422,6.925753,7.918424,7.442701,9.225221
HSPA6,5.974135,6.793079,6.435229,6.179732,6.628137,5.859151,7.474326,6.367759,6.835756,7.577035,7.147417,6.481128
PAX8,6.545905,5.911542,6.28542,6.179478,6.582889,6.602135,5.949091,6.440978,6.955883,6.499215,6.587065,6.897591
GUCA1A,2.712124,2.723687,2.706684,2.792048,2.695714,2.580181,2.979381,3.730139,2.914868,3.013901,2.72932,3.151449
MIR5193,9.134584,9.582344,9.538661,9.290411,9.462275,9.116776,7.143352,7.35573,7.944295,8.563123,8.699222,8.194374
THRA,7.357827,7.283873,7.437173,6.998285,6.558215,6.851623,5.420596,6.206879,6.638364,7.379568,6.59835,6.133298
PTPN21,5.24214,5.219484,5.408639,5.348944,5.410884,5.254073,6.335446,6.21793,5.992344,5.766029,5.577456,6.193797
CCL5,10.879913,10.090525,11.050246,10.742427,9.865655,10.148454,6.732177,5.375997,9.613539,9.312494,9.617118,9.372335
CYP2E1,5.690417,7.089369,8.318673,7.270561,4.810195,7.822844,6.513464,6.133232,3.896807,5.545194,4.147477,4.69367
EPHB3,5.38825,5.304407,5.175463,5.021509,5.202282,5.283355,5.932479,6.167461,5.571783,5.622807,5.583193,6.00676
ESRRA,7.569899,7.740858,8.184451,8.059842,7.634543,7.78302,7.191677,5.942289,6.728296,7.292621,7.549166,7.87677
CYP2A6,4.2337,4.809293,4.437841,4.465542,5.109059,4.443266,4.618617,5.478472,5.356384,4.904145,4.569554,5.443059
SCARB1,5.725558,6.121425,5.663191,6.645897,5.463567,5.577617,6.021284,5.871057,5.559009,5.278981,5.64803,6.361903
TTLL12,8.989759,8.821808,9.104516,9.115462,9.167618,9.479878,5.75666,6.277932,6.342225,9.53885,8.532876,8.188344
LINC00152,6.817143,7.794473,7.154282,7.085176,6.32372,7.044611,6.242855,6.34803,3.927101,6.817561,7.25994,4.06318
WFDC2,4.994939,4.969815,4.690624,4.772004,5.044304,5.13832,4.614527,3.699984,5.277897,5.443643,4.861286,5.586244
MAPK1,7.013307,6.976378,7.031268,7.443138,6.402608,6.796357,6.213377,5.279709,6.58928,6.765377,7.335106,3.587111
ADAM32,4.048211,4.285466,3.905321,4.28421,4.734431,4.622869,5.941151,6.720434,6.203384,5.090552,3.651405,4.079064
SPATA17,2.911643,2.430124,2.450934,2.800892,2.232962,2.144503,3.282986,5.081262,3.58028,2.373397,2.288155,3.284999
PRR22,5.844293,6.234337,5.940757,6.007109,5.948895,5.970052,5.999022,7.565526,6.601394,6.332132,5.822125,6.381732
PXK,6.592115,7.087724,6.835887,6.67713,6.377801,7.123698,5.641386,3.907659,3.800793,5.971768,6.329785,3.930608
VPS18,5.0711,5.209108,4.980666,4.636346,5.016819,5.072908,6.039786,5.757963,4.967744,5.925685,4.88306,5.899914
MSANTD3,7.562025,7.990746,8.292449,8.068805,8.069855,7.804937,5.392471,7.15304,4.410927,6.796678,6.800628,7.698017
SLC46A1,3.207205,3.520913,3.738309,4.460491,3.29171,3.779155,4.647504,4.098198,3.909961,3.4642,4.368271,6.735968
TIMD4,4.58358,5.58295,4.176439,4.864917,4.399265,5.480944,5.304548,5.153879,5.297793,4.937079,5.673825,4.264984
SLC39A5,5.790931,5.620897,5.628071,5.530191,5.42332,5.790998,6.364755,4.415144,6.818578,6.486513,5.799318,6.594599
ZDHHC11,6.303288,7.085893,6.207213,6.530702,5.385311,6.52212,6.789585,5.395024,4.113411,3.818904,5.671816,5.315027
ATP6V1E2,6.981827,7.609963,7.663581,7.716696,7.40954,8.043143,7.288141,7.409908,5.699588,7.737508,7.476253,4.887554
AFG3L1P,8.698644,8.051116,8.423738,8.204208,7.838047,8.316027,5.609222,8.368857,5.939012,7.636763,8.165592,7.951746
CILP2,4.363703,4.341492,4.198928,4.044768,4.54117,4.34778,5.804745,6.591535,5.456384,5.245902,4.956307,5.623258
PIGX,6.497314,6.868954,7.564092,8.011992,7.265054,7.856319,6.824484,5.42668,5.054372,6.978759,8.128034,8.010605
TMEM196,4.462951,3.996515,4.47451,4.236768,4.021868,4.385806,4.797102,6.026348,5.25989,5.109961,4.428017,4.698266
SLC39A13,5.991006,6.150383,5.681591,5.968154,5.036445,6.211671,5.759182,7.250284,4.496428,5.854884,5.805123,5.708164
BEST4,6.889583,6.072186,5.834714,5.910843,6.093071,6.680353,6.808676,6.8004,6.614576,5.322308,5.350158,6.262067
AK9,6.344294,6.865805,7.6233,6.58025,5.853234,6.921787,6.595095,7.519549,7.876457,7.120421,7.65323,5.874506
CORO6,5.088218,4.576822,4.755852,4.898188,4.76651,4.739121,4.743137,5.629823,6.456343,4.782217,3.976216,5.103477
TMEM106A,6.274532,7.191259,7.568907,7.313346,7.522231,7.484891,5.293748,5.924262,4.898204,5.96894,6.818822,6.316065
ALG10,3.900833,4.03115,3.714341,4.729459,4.367876,3.987435,5.767748,5.518501,4.758994,4.236118,4.280369,5.155662
TTC39C,9.477109,9.406117,9.560735,9.541162,9.189833,9.814838,6.850354,5.676926,8.440599,8.104505,9.217905,8.398327
NEXN,5.63098,6.145427,4.95847,6.740328,7.913246,6.357454,6.244363,4.358122,6.159628,6.640193,3.02827,9.573132
C15orf40,7.241156,6.892311,7.686808,7.120567,6.742456,7.337843,6.335924,7.105138,3.631161,6.041581,7.391792,5.143017
RAX2,7.318038,7.693567,7.14608,6.741547,7.210373,6.975084,7.458069,7.219129,8.479029,7.18723,6.885992,7.719368
MFAP3,3.236374,3.052581,3.511132,3.51798,2.872944,5.487808,5.228275,4.280224,3.329566,3.256091,2.839738,4.901278
EYA3,6.267268,7.316544,7.23341,7.259448,5.417615,7.688818,5.7392,5.724677,5.460582,7.522084,7.128543,6.565075
GIMAP1,5.834045,5.711607,6.204645,6.731025,5.218156,5.121576,7.572755,4.947607,4.069931,5.05809,5.609732,5.24721
KLK8,4.810521,3.935226,4.016837,4.020003,4.172418,4.003772,4.77215,5.264232,4.763623,4.645138,4.33679,4.278181
CCDC65,9.841555,9.389669,9.839391,9.631248,9.735947,9.660875,4.741492,6.225713,7.637159,7.741412,9.389958,7.561838
FAM122C,4.236763,4.470453,5.249263,5.278528,3.585461,5.020496,5.146485,3.993542,2.960315,4.998349,4.458865,2.846006
CCDC11,5.207237,4.215022,3.997683,3.820127,4.91521,4.295359,4.908703,6.741967,5.375195,3.497919,3.547905,3.792854
ARMCX4,4.100734,5.968819,5.629512,5.965691,4.502423,6.685627,5.4746,4.255494,5.415482,4.10893,6.935968,4.581183
RBBP6,7.230573,6.906656,7.53518,8.688559,7.055153,7.44115,8.559824,5.31466,8.726995,8.552406,7.712503,4.286734
CENPBD1,6.209877,6.002361,6.12847,6.128885,4.108944,4.518795,5.363338,5.797778,5.187936,3.709953,4.360574,4.051747
TRIOBP,5.591685,6.971374,6.360495,6.674098,6.607831,6.445753,5.662129,5.323045,7.141481,6.060359,5.792141,6.907866
CATSPER1,3.470451,3.797874,3.532716,3.490255,3.595293,3.621388,5.818333,4.728416,3.803731,3.941132,3.558712,4.497245
HOXD4,4.585495,4.660794,4.512387,4.556056,4.652242,4.599235,5.989873,6.52536,5.016183,5.261567,4.829528,5.394893
GSC,4.596144,4.587129,4.679105,4.548649,4.544816,4.398816,5.362154,5.16401,4.945469,4.706374,4.983513,5.106518
SP7,3.808774,4.174029,3.8019,3.492432,4.490109,3.896568,3.904409,4.751054,4.951148,4.116081,3.893679,4.676249
PDE7A,11.017239,10.011083,10.427122,9.644063,9.677654,9.212638,8.000727,5.031587,9.270741,7.522774,10.202792,10.209199
CNOT7,4.40506,5.830335,6.320754,6.662558,4.875899,6.175296,5.16354,6.655691,3.504939,5.948782,5.651031,3.699354
CRYZL1,8.258595,8.343489,8.104974,8.480637,8.316314,7.986691,6.48772,5.236795,5.263703,7.931484,7.895857,8.726902
PRSS33,5.551967,6.598856,5.317886,5.079531,6.698091,5.091099,5.682487,6.364898,7.490018,5.43058,5.420199,8.975648
C19orf26,3.79162,3.428033,3.689385,3.425953,3.254859,3.598739,5.444761,6.713384,3.862924,4.622833,3.57967,3.727836
MCMDC2,3.52174,3.996515,3.786762,4.406763,3.061385,4.265702,5.575134,5.317711,2.78908,2.615966,3.809889,2.945575
TIRAP,11.623716,7.88307,8.764955,8.294962,7.633974,7.978391,6.992162,5.837823,7.945046,7.629692,9.075492,7.527941
LEAP2,6.821255,6.577973,5.988207,7.40956,5.702112,6.600558,6.231459,6.867052,5.744216,7.576091,8.155838,5.13522
MSI2,5.005609,5.14984,5.866767,5.61483,5.257161,5.887566,4.420609,4.769633,4.220312,6.588963,5.610511,4.402776
SCIN,5.132163,2.566717,2.804744,2.377696,2.202445,2.727094,4.160873,4.405879,2.68379,2.904692,2.260155,2.529785
CTCFL,3.411152,2.713829,3.029039,2.537438,2.52058,2.859549,6.802705,4.436772,4.554759,3.531117,2.654804,3.018128
C4orf33,6.736719,6.71495,6.540272,6.80895,5.511396,6.024856,6.165772,6.10846,4.648254,6.784879,7.732273,7.44784
ZNF333,5.249506,5.691226,5.497407,6.221426,5.632049,6.068207,7.635809,5.662966,5.139581,4.092956,7.090029,8.3863
TVP23C,6.397901,6.621236,6.14213,6.40915,6.110463,6.141098,6.885903,5.906779,5.554593,5.465053,5.667397,5.963658
RDH10,4.33342,4.861239,4.327471,5.227123,4.98545,4.856473,8.150101,4.248019,5.257982,5.193545,4.268033,4.358026
SRSF12,5.074828,3.50114,3.765038,3.098704,4.782954,3.448707,6.727247,4.813998,3.627883,3.229852,3.393676,4.005587
FAM71A,6.781481,6.742668,6.526179,6.646076,6.931327,6.834661,6.615592,8.111682,8.538855,7.190316,6.845081,7.726554
GAPT,4.838229,3.822057,4.581952,4.708178,4.391709,3.83148,6.885903,4.722263,4.691301,2.640373,5.14226,7.094511
FLJ30901,5.715432,5.741263,5.631827,5.192969,5.6001,5.61812,6.463026,6.22384,6.45291,5.96704,5.510019,5.963658
ERICH5,3.249934,3.021931,3.622342,2.955324,4.690638,3.02584,5.655679,5.255837,4.078971,3.676915,3.351555,4.189495
CCDC185,5.934495,5.720225,5.809291,5.665138,5.753054,5.95771,6.249206,7.269968,6.446536,6.2077,5.620061,6.566538
ENTHD1,2.371692,2.525089,2.647848,2.800892,2.036414,3.1442,6.02196,6.365663,2.32709,2.593892,2.257341,3.174326
TSSK3,4.959853,5.05168,5.421485,4.676069,4.309872,6.536013,5.832245,7.082761,5.629425,4.970385,5.6788,5.163676
WFDC6,4.453646,4.548289,4.313896,3.886158,4.3124,4.300149,5.342097,8.115253,4.747404,4.826506,4.396859,4.981495
CLEC12A,6.147646,6.249477,6.80721,7.851277,7.56691,5.181574,8.061653,7.639069,8.988659,6.440845,7.796087,6.479976
BRF1,5.332489,5.523837,5.331184,5.341618,4.780148,5.86007,6.912841,6.213365,6.286766,5.667428,5.411067,5.867396
C15orf27,4.009944,4.221664,3.950259,3.297296,3.7104,3.924175,5.292751,4.845528,4.417706,4.295364,3.577915,9.973566
BACH1,6.051967,7.075861,6.050448,5.008575,6.440663,6.393204,7.347745,6.533349,5.666616,6.752805,5.324247,5.586713
CALML6,4.267924,4.236176,4.094299,3.861206,4.726233,4.253888,5.695749,6.072963,4.412893,4.148416,4.452316,4.956876
NLRP5,4.647244,3.88658,4.171387,3.819861,5.115414,4.112369,6.021015,5.201769,4.309298,4.516249,4.327212,4.958006
ODF4,3.316881,3.179056,3.248568,2.999082,3.540264,3.058906,5.013538,5.122548,3.076644,3.309417,2.945887,3.89437
CLEC4F,3.808977,4.028946,3.913915,3.50593,3.668985,3.856766,5.08511,4.737243,4.278072,4.369813,3.83903,4.440071
DEFB106A,6.048861,6.263549,4.709562,5.182766,6.797269,5.186482,6.225575,8.396497,7.678613,5.198734,4.533813,7.761822
WFDC9,5.137934,5.00059,4.968038,4.323542,5.553403,5.049458,5.756221,5.650099,6.286598,5.415641,4.771436,6.382504
NEDD1,5.578359,5.907101,5.713096,6.042157,5.665066,7.058064,6.430963,7.397976,5.708914,5.158004,7.311756,4.995828
TTLL10,4.746658,4.961063,5.078577,4.802655,5.036421,5.111033,5.778578,7.066237,5.545413,5.488559,5.229294,5.414642
CALR3,5.219922,5.173254,5.457902,4.724784,6.13674,5.048418,5.839998,3.87659,7.012512,5.742248,5.372993,5.554196
C10orf25,4.213671,4.926027,4.794191,4.750064,4.732223,4.400441,6.943597,5.368805,4.761654,5.176653,3.979087,4.908994
ETV3,5.786296,6.159741,6.711714,6.075331,5.356618,7.005084,2.688805,4.666292,7.222845,5.490526,6.224418,6.944381
KLHL10,3.655512,3.549533,3.913551,3.513711,4.071271,3.912831,7.140453,6.352192,4.762497,4.109048,3.573715,4.656604
TM2D3,10.73271,10.284952,10.820686,10.630317,10.354937,11.035204,9.894727,6.813453,10.529371,10.880651,11.349393,11.139109
ZNF485,3.329604,3.389126,3.222046,3.522467,4.224352,3.465811,3.594797,3.800889,3.546835,2.795387,3.312881,3.224972
WDR17,2.3013,2.423974,4.204306,2.590702,4.511893,2.552857,5.942801,5.105108,5.750461,2.657902,2.130292,5.810391
MFSD6L,5.768922,5.679995,5.904554,5.704966,6.283291,5.62557,6.551671,6.546911,6.325831,6.419028,5.545489,6.491008
CDH23,5.512096,5.531175,5.54705,5.457303,4.950361,5.548768,4.131731,7.934694,6.515838,5.908066,5.46977,5.734444
ANKAR,3.173247,2.372121,2.921664,2.283807,2.673751,2.467912,4.79996,5.227763,2.530891,2.75099,2.424392,2.618086
MEGF11,3.61336,2.897476,2.627843,3.663124,4.24936,3.332954,6.219912,5.008328,2.622875,2.805471,2.380403,3.002636
GPR182,4.740436,4.23027,3.923144,3.942543,4.380762,4.24641,5.960282,6.96119,4.829159,4.411561,4.080408,4.610562
ESX1,2.22762,2.30127,2.124495,2.295782,2.328547,2.395241,5.652227,5.685308,2.612479,2.749255,2.326302,2.452562
C8orf12,2.962966,3.165098,3.174272,3.065363,3.327879,3.230912,3.574185,3.604588,4.450357,3.549849,3.157208,4.167116
LOC653486,3.74295,4.346616,3.742389,4.907052,4.277788,3.609567,6.776105,5.62634,4.473617,4.163301,3.706219,5.315027
DNAJC5G,4.078638,3.884313,3.84997,3.950103,4.355949,3.951558,7.058059,5.74992,4.61391,4.28291,4.240869,4.465831
WDR88,5.180517,5.588766,5.321222,5.254699,4.893334,5.445439,7.153908,5.217291,6.426257,5.368805,5.667357,6.101305
PRUNE2,4.730742,5.797042,3.768784,4.037989,6.155932,5.040379,6.237239,5.938207,5.376846,4.766987,3.616081,5.530909
MBD3L2,4.577602,4.547261,4.035764,4.119929,4.450249,4.317969,5.170399,6.44375,4.420415,4.752752,4.382165,4.956658
ADAMTSL1,3.077936,3.240757,2.786833,2.398512,2.718833,2.376725,6.832567,4.084552,3.402408,3.971656,2.483688,3.224878
MBD3L1,4.351773,3.661028,3.192742,3.523126,3.957568,3.847383,5.482469,5.983068,5.763364,3.982936,3.647342,4.159856
FAM46D,2.448407,2.574257,2.757419,2.709767,2.928832,3.545061,4.41134,4.957084,5.69084,3.052284,2.7386,2.766836
SERPINB11,2.71402,2.859712,3.314263,2.800938,3.435911,3.099156,4.111455,8.261584,3.577652,3.622079,3.31903,4.039661
LINC00161,6.160056,5.535815,5.656295,5.665453,6.732249,5.734518,6.736739,7.461523,7.427328,6.510553,6.124299,6.874992
DSCR10,5.366494,5.510438,5.166845,4.821134,5.393745,5.384649,6.242977,6.812987,6.235952,5.72651,5.262226,6.045737
ABHD11,5.947488,5.787646,5.646174,5.556873,6.010542,5.650893,6.614835,6.817599,6.578765,6.433446,6.048137,6.76552
ACAP2,8.702398,8.806787,8.737634,9.496273,8.46746,8.615555,4.323232,5.480755,7.534918,9.22295,8.712898,8.97399
GAMT,5.737734,5.805267,5.309686,5.293455,5.271152,4.883697,7.089535,6.894954,4.409976,7.602587,5.62423,5.889053
PLCD3,4.186198,4.030325,3.957295,4.134443,4.158148,4.144647,5.480674,5.304373,4.198783,4.225467,3.845851,4.993899
IRF6,3.715437,3.608794,3.7235,3.21351,3.725833,3.516036,4.904843,6.017311,5.717115,3.475605,5.805788,4.156681
PTPRC,9.117063,9.075897,8.844616,8.828009,8.708921,8.661437,5.71148,4.653199,7.484583,9.407916,9.934011,10.039776
MAN1A2,8.555261,8.646519,8.557544,7.955978,7.672414,8.453625,6.166373,5.92693,7.261832,8.317522,9.258585,7.029677
RAPH1,3.651462,3.993478,4.054134,3.945933,4.10909,4.855147,4.111957,6.971475,5.071454,3.541983,3.411371,3.833616
SMCR8,4.613388,4.641853,4.025769,4.133079,4.402031,4.769414,5.460913,7.401526,5.014767,4.811982,4.169199,4.852399
LACTB,3.082794,5.106475,5.622726,4.664891,6.378758,4.556426,8.599736,6.781357,6.843448,4.312003,5.238588,8.414726
BNC1,2.10098,2.108435,2.076708,2.29979,2.256608,2.135068,3.758144,5.65479,2.44214,2.345945,2.19371,2.621433
MPP4,4.032378,3.661565,3.536809,3.763794,4.450208,3.771348,6.268693,5.874079,4.813817,4.324257,4.026502,4.60127
LACE1,5.428933,4.692089,3.947476,4.339236,5.165804,4.06032,7.723811,3.882329,5.390874,2.806328,2.196601,2.87105
IDI2,6.837933,7.866983,6.981487,7.328249,6.758962,7.122197,7.230406,5.690164,5.049665,6.434913,7.442841,5.471651
CYP11B1,4.813634,4.311164,4.641639,4.484786,4.801,4.554054,6.677945,7.575605,5.506529,5.390308,4.870814,5.656538
TAF8,8.264661,6.716685,6.601594,6.988036,6.514113,7.01672,7.141505,6.282849,8.715353,5.967043,6.723351,6.019309
COBL,3.57445,3.867833,3.390238,3.337977,3.80561,3.315645,4.210715,5.823666,5.225281,4.508183,3.803714,3.665255
SLAMF6,10.919366,10.428775,10.673401,10.709987,10.784226,10.306792,6.183866,6.45788,9.641775,8.436156,11.067096,10.09773
ZSCAN20,4.264615,4.250801,3.51292,3.765077,4.165845,3.885801,5.061912,5.552469,5.063782,4.54808,4.454075,5.036335
GPBAR1,5.290672,5.199536,5.643853,5.100894,6.328311,5.376926,6.636335,6.033186,8.08988,6.665646,5.824176,6.021482
RHBDL2,3.21249,3.680068,3.615656,3.531275,3.631617,3.264493,5.189357,7.865345,4.245405,3.508324,3.095538,3.976711
FRAS1,4.079462,4.664039,4.017732,3.844301,4.003479,4.366522,5.600623,7.07057,5.353715,5.012253,4.21526,5.078509
BRSK1,5.802061,5.36237,5.924857,5.992329,4.867376,5.57302,5.407061,5.619478,5.223055,6.412996,5.50989,6.219726
CRB2,4.337496,3.908491,4.372413,4.17222,4.393708,4.393988,8.168579,7.63052,5.666616,5.064242,4.513914,4.9681
KCNE4,4.307752,3.841587,4.086954,3.794284,3.55709,3.629175,5.141179,5.247857,3.714027,4.211435,3.546799,4.004321
CD300LG,5.284171,3.580254,3.501412,3.837089,4.452343,4.639417,5.010192,6.10506,3.897902,3.087732,3.01664,3.424486
SLC34A3,5.641521,5.846968,5.688997,5.456891,5.674079,5.909796,7.848834,6.033186,6.682209,6.277843,5.790931,6.871745
CPA6,3.111492,2.866443,2.39596,2.542379,5.991554,2.445889,4.157447,4.963667,7.259622,3.095194,2.826396,2.693938
WBP2NL,3.824593,4.640934,4.22579,4.2713,3.19848,3.165366,5.849705,6.183695,3.24694,3.736293,7.623888,4.0273
HIPK1,4.222345,4.508143,5.493765,5.127858,4.492586,5.382744,6.025669,6.508737,5.589406,4.32276,4.180273,4.851068
MTBP,5.169173,5.520955,5.872135,5.76645,3.981208,5.777325,6.162215,5.528584,5.382541,4.445348,5.426381,6.943911
ACVR1C,7.297503,6.075177,7.027009,6.151583,5.697775,6.6794,6.367456,4.252316,5.28079,3.991633,7.211681,3.573083
TMEM74,4.002868,3.493313,3.86693,4.589191,4.701194,4.106502,5.577296,6.214095,5.738909,4.340091,4.315128,5.277141
TIGD4,2.701465,3.254318,2.597735,2.809121,5.416753,3.685341,5.335758,5.159249,4.117012,2.919586,2.79496,3.058371
ART5,4.463716,4.356266,4.388732,4.234852,4.441054,4.538028,4.517647,5.669417,5.606988,4.968687,4.873888,5.334139
FAM71C,4.771645,4.676334,4.727041,4.375201,5.612056,4.692458,5.8764,5.430553,5.397171,5.629877,4.645485,5.315027
C21orf67,6.407732,6.428674,6.652744,6.19814,6.402274,6.355945,5.763209,6.087483,7.045622,6.832746,6.49602,6.856314
NLRP11,3.599359,3.64446,4.054134,3.631405,4.495085,3.353282,9.118893,4.796827,4.187017,3.483925,3.232932,3.484159
ATP6V1C2,5.843325,6.048999,5.615504,6.219944,5.584993,7.249752,4.807246,4.975135,5.289815,6.946132,4.867163,4.806225
CLDN19,4.695623,4.724956,4.553205,4.332298,4.92836,4.770928,5.296782,6.349036,5.916884,5.276307,4.798955,5.980595
VTI1A,9.848464,9.383684,9.733055,9.451758,9.349858,9.801915,7.96905,6.80163,8.197741,4.967711,9.909369,6.899771
KIF6,4.802406,4.916046,4.917541,4.760457,5.039813,5.015974,5.543468,6.162521,6.333624,5.234093,4.901334,5.790927
IQCD,5.866816,5.734713,5.700407,5.680054,5.662186,6.092126,8.583393,6.795376,6.243381,5.946899,5.445379,6.715547
TAGAP,8.024328,8.56045,8.442707,8.550611,8.323842,9.145611,10.81163,8.190571,10.218891,8.037143,7.987948,6.045737
STON2,3.79162,3.476669,4.169311,3.686577,3.418491,3.89098,5.654871,3.519723,6.319966,4.596344,4.276114,4.632595
SERPINA12,3.358981,3.446478,3.595087,3.459674,3.43915,3.60951,3.854376,7.065069,3.882239,3.557515,3.649252,4.481737
LETM2,4.365364,5.752609,5.21063,4.641479,5.29389,4.894206,4.963101,5.913072,5.377255,4.382327,5.210612,5.87614
BSND,3.858039,3.597717,3.15511,3.422606,3.492796,3.720241,4.710899,5.259604,3.812194,4.463025,3.459667,4.197307
CLEC4C,2.98212,3.013532,2.964798,2.513425,2.954196,2.94505,6.298484,5.744024,4.393608,3.713701,2.980826,3.452614
NLRC4,5.872411,6.069272,7.186578,6.52476,6.317098,6.059971,4.713871,6.39487,5.387543,4.861223,6.801327,6.359752
PRSS36,5.144288,5.256147,5.575651,5.508953,4.701095,5.459179,6.295352,7.188926,5.831677,5.585968,5.000298,5.65216
ZDHHC15,2.963639,3.162906,4.083355,5.2659,4.66767,3.391911,5.014644,5.583609,5.445624,3.908301,3.77752,3.362372
RAI1,5.790931,6.078621,6.185465,5.855427,6.317338,5.906815,6.87455,7.042446,6.751556,6.370026,6.031323,6.342201
CDK15,3.923309,3.83163,3.849563,4.152263,4.52621,4.171186,5.199685,5.377206,4.800567,5.264461,4.458561,4.652412
ZNF570,5.432544,5.543898,5.161826,5.668629,4.698673,5.22145,3.662153,7.404617,2.963465,4.692022,3.592678,3.262772
AF131215.4,4.30584,5.491845,4.90208,5.403869,4.131603,5.912956,5.17483,4.983396,3.448686,4.648989,2.917563,3.910237
NUDT9P1,4.177426,4.895117,5.181711,4.037989,4.440252,5.089827,5.177579,5.409946,6.311208,7.026215,3.831825,4.853751
BTBD16,4.045129,3.876992,3.523578,3.386993,3.987256,3.872823,3.718773,6.230698,4.225543,4.129479,4.930714,4.934715
RTP3,4.506142,3.985197,4.1777,3.907235,3.94956,4.104056,6.804051,4.746641,5.306377,5.122577,4.388948,4.802838
TSPEAR,4.827663,4.973969,4.831123,4.932787,4.938798,4.83083,6.538248,6.460306,5.83121,5.647304,5.567634,5.786034
MIPOL1,2.768358,2.83969,2.653031,2.87682,2.648299,2.558444,7.285349,6.934774,4.220312,4.628305,2.452265,3.118332
C6orf141,3.959658,3.500088,3.778439,3.747712,4.859639,3.090748,4.298226,7.195234,6.701652,8.78989,2.768358,5.748774
ALMS1P,5.681504,6.104113,6.071378,5.385694,6.850272,5.802965,6.212652,5.259047,5.677671,5.173468,4.981716,4.306648
MYO3B,2.442668,2.458854,2.445558,2.745088,2.750414,4.865502,6.481922,6.564656,2.958768,3.329946,2.937767,3.284999
ADAM21,4.692414,4.132672,4.08853,3.937486,4.100509,5.125073,5.710713,6.706822,5.273306,4.757326,4.169199,4.861178
TRIML2,5.083874,4.876994,5.290301,4.744144,5.320259,4.828743,5.871442,6.878829,6.817549,5.456925,4.617417,5.666201
ABCC13,3.451899,3.336904,6.415834,4.875251,7.529864,5.060488,5.387891,4.060796,9.747735,7.532173,2.842727,4.087675
IL12RB1,12.72933,12.999294,12.796639,12.805281,11.883559,12.428942,9.039278,8.109804,11.844414,11.724102,11.935909,11.698201
GTF2A1L,4.179905,2.952328,2.569676,2.566736,2.459015,2.759872,3.556117,6.943982,2.732416,2.848168,2.712793,2.63961
TRPV3,5.075578,5.014407,4.985997,4.98153,5.120211,4.839284,6.316969,5.572401,6.04437,5.440403,5.009532,5.558465
CNBD1,2.947196,2.471532,2.664264,3.295121,3.368291,2.616563,4.505782,5.041935,3.32888,2.69503,2.862206,3.560914
ABCC12,2.080324,2.386985,2.372991,2.351424,3.981199,5.036942,3.032366,6.038918,2.266179,2.439985,2.638017,2.911673
MMP21,5.657274,4.515975,3.27303,3.737353,3.430857,4.629561,4.618604,6.109464,3.723632,3.961839,7.173916,3.971594
TMEM190,5.1463,5.525791,5.381924,5.026914,4.667881,5.084027,5.383689,6.574448,5.225406,5.841233,5.151624,6.043254
GAS2L2,5.498138,5.158007,5.000673,5.346258,5.447811,5.401394,5.042442,5.868241,6.324052,5.728726,5.130049,6.19744
KCNG4,4.576594,3.083236,3.074875,3.092016,4.853544,3.5059,6.198504,4.171697,4.32321,4.044676,3.349753,4.050491
PXT1,2.970783,3.108641,3.353017,2.55615,2.574507,2.593892,3.927328,5.411222,3.769595,3.04522,2.896444,3.619305
CACNG5,4.352461,4.573702,4.716972,4.556575,4.363145,4.473708,5.800432,5.832151,4.898946,5.113684,4.471997,5.726068
LINC00308,4.3313,4.323412,4.180271,4.312973,4.957353,4.48825,6.24094,7.236349,5.675219,5.044543,4.681451,5.347174
FAM223A,8.739098,8.762469,9.14539,8.704845,7.620877,8.920946,6.793256,8.963833,7.539532,5.450653,9.921377,5.405887
WFDC11,3.414161,3.520913,3.442454,3.183889,4.221863,3.040035,8.027464,6.042885,3.634735,4.193544,3.505305,3.770264
IFNL2,4.097779,4.48715,4.315259,3.927706,3.870377,3.725861,6.475969,5.689502,4.815911,4.568628,4.192118,4.87344
JAK1,9.583714,9.252585,9.414944,9.23055,9.128785,9.278942,6.873092,6.895755,9.180304,10.207703,10.021796,8.008061
CDC42SE2,10.350374,9.916162,10.641075,10.949696,10.00505,10.770403,7.598464,5.091165,11.805596,11.143318,11.555806,10.84085
ACACB,7.124935,6.850134,7.619346,6.582232,7.163977,6.969972,5.16833,8.069613,8.282355,7.415712,6.99094,7.853662
RFWD2,6.753615,7.077472,7.264494,7.499795,7.365711,6.810422,7.616685,6.288232,8.415063,8.048806,7.957067,7.818337
STX6,6.544847,6.6311,6.745837,6.766703,6.283994,6.525774,8.121842,6.098093,6.104013,7.104904,6.707528,5.149715
ANLN,3.885224,2.77392,3.37354,4.338764,3.816539,4.624501,5.38663,6.082091,5.009376,3.93442,3.575346,3.751981
SPRR4,5.052675,5.031659,5.145151,4.776568,4.775332,5.040304,6.116401,6.149831,5.522127,5.086904,5.104272,5.397494
POLR2J,9.596822,8.973278,9.605634,9.255451,9.24323,9.972269,5.936711,7.997445,7.749029,5.173585,7.441187,8.032134
LOC441259,9.949041,9.273092,9.855326,9.491362,9.535321,10.149946,6.204039,8.173495,10.301647,6.483861,8.60094,9.134047
